year,state,inventory_colonies,loss_pct,stressor_disease_pct,stressor_other_pct,stressor_pesticides_pct,stressor_pests_pct,stressor_unknown_pct,stressor_varroa_mites_pct,annual_avg_temp,annual_total_precip,annual_avg_ndvi,annual_total_sightings
2023,TENNESSEE,12000.0,12.5,0.45,3.125,1.5999999999999999,3.775,2.825,19.575,59.949999999999996,48.79,-0.029494457081548877,1.0
2023,TEXAS,111000.0,5.0,3.733333333333333,15.174999999999999,11.075,15.825000000000001,5.45,25.0,68.10000000000001,24.0,-0.10821101895772982,73.0
2023,UTAH,24000.0,13.25,21.3,12.025,20.425,23.625,1.8666666666666665,49.55,48.46666666666667,15.02,-0.25641072512866075,
2023,VERMONT,6000.0,2.25,0.3,1.0,0.5333333333333333,6.766666666666667,1.275,12.549999999999999,45.78333333333333,53.32,-0.16451496910023497,43.0
2023,VIRGINIA,5000.0,11.5,1.7999999999999998,4.65,0.0,13.425,3.4,30.475,57.475,41.43,-0.16312840002255363,
2023,WASHINGTON,83000.0,10.5,4.175,6.533333333333334,4.325,1.625,9.866666666666667,28.05,48.36666666666667,35.82,-0.16374982141270872,390.0
2023,WEST VIRGINIA,6000.0,7.5,0.9333333333333332,1.775,0.8500000000000001,4.075,1.3499999999999999,20.325,53.958333333333336,40.13,0.0003883035493938167,
2023,WISCONSIN,62000.0,9.25,13.674999999999999,13.575000000000001,15.8,4.275,14.674999999999999,38.925,46.30833333333334,30.11,-0.08127112261460076,
2023,WYOMING,27000.0,4.0,0.175,1.575,0.675,3.075,2.0,12.725,41.766666666666666,18.88,-0.009873004256454817,
2024,CALIFORNIA,310000.0,10.5,10.425,10.65,15.875,19.025,7.6,43.925,60.474999999999994,26.1,-0.08797825859170566,71.0
2024,FLORIDA,124000.0,11.25,4.225,11.975000000000001,12.3,14.025,4.725,33.625,72.90833333333333,56.84,-0.6254822121653337,
2024,GEORGIA,64000.0,18.5,2.5500000000000003,12.649999999999999,3.65,12.6,7.775,28.425,65.925,56.47,-0.05478900808558263,
2024,IDAHO,114000.0,8.75,4.25,6.933333333333334,4.1,9.533333333333333,3.033333333333333,31.6,45.333333333333336,22.34,-0.01424267724613574,
2024,IOWA,41000.0,7.0,1.95,4.3,1.15,7.933333333333333,1.85,19.85,51.525,37.05,-0.0021101838508753167,
2024,LOUISIANA,68000.0,14.5,1.0333333333333334,11.25,1.85,2.15,3.125,11.3,69.35,71.52,-0.5136926037413185,
2024,MICHIGAN,82000.0,7.0,6.85,4.425,7.625,5.525,3.7749999999999995,21.675,48.78333333333333,34.6,-0.30675578153376254,
2024,MINNESOTA,127000.0,4.75,1.0,1.475,3.4749999999999996,3.033333333333333,1.875,17.625,45.53333333333333,29.59,-0.15070852341171612,
2024,MISSISSIPPI,29000.0,14.5,7.325,4.2,5.066666666666666,7.125,10.525,21.275,66.46666666666667,57.730000000000004,-0.012311200355141175,1191.0
2024,MONTANA,142000.0,6.0,1.65,4.333333333333333,7.175,0.19999999999999998,0.5666666666666667,24.0,44.333333333333336,17.04,-0.015631798935745317,
2024,NEW YORK,52000.0,6.25,6.0,6.199999999999999,3.25,7.824999999999999,4.45,29.1,48.916666666666664,44.29,-0.17230120468648538,
2024,NORTH CAROLINA,15000.0,12.0,1.1,1.5,0.6,5.65,2.025,20.025,61.14166666666667,53.089999999999996,-0.55609562444424,
2024,NORTH DAKOTA,490000.0,6.0,2.925,8.1,1.9000000000000001,6.65,2.35,34.275,43.78333333333333,18.47,-0.031135606305279725,
2024,OHIO,22000.0,6.75,1.4666666666666668,8.875,3.8,8.85,4.074999999999999,39.475,54.916666666666664,37.88,-0.03303747305185623,
2024,OREGON,84000.0,14.0,11.033333333333333,1.25,11.975,1.825,0.8,35.4,49.01666666666667,36.54,-0.04486774555586903,
2024,PENNSYLVANIA,23000.0,7.75,1.725,3.425,4.95,9.85,3.675,26.0,52.083333333333336,44.84,-0.005707142342795991,36.0
2024,SOUTH DAKOTA,250000.0,6.0,1.9000000000000001,1.0999999999999999,12.633333333333333,5.366666666666667,1.25,13.85,48.26666666666667,19.02,-0.01158248031449899,
2024,TEXAS,89000.0,9.75,2.5,7.875,3.675,15.274999999999999,2.75,27.125,68.575,29.439999999999998,-0.10820392118982348,86.0
2024,WASHINGTON,72000.0,7.25,2.2666666666666666,6.0,4.533333333333334,8.666666666666666,10.733333333333334,32.0,48.449999999999996,42.4,-0.16374317327717236,1787.0
2024,WISCONSIN,57000.0,10.75,6.5,2.6,3.7,11.925,6.175,30.25,47.574999999999996,36.98,-0.08124365109804589,
